Beda;Berga³owski
Olimpia;¯ygarlicki
Julita;Szczypórkowska
Dobrocha;Gêbiec
Fabiola;Piasek
Dobrocha;Konaszenko
Hiacynta;Reber
Irina;Owerczak
Jeros³awa;Chodzia³o
Erwina;Minkina
Wac³awa;Jasko³cewicz
Maja;Elzer
Sebastiana;Kiekocki
Erazma;Germak
Dobies³awa;Kosanenko
Marina;Girczak
Celina;Pinkier
Lubomi³a;Zadlewski
Lamberta;Kupicel
Manuela;Pycak
Celestyna;Bia³ogriwa
Boguwola;Chemieliñska
Margareta;Bobij
Wis³awa;Jagielowicz
Waldemara;Tiumkiewicz
Irina;Lizu³
Halszka;Kuzieta
Magda;Kapelan
Ksymena;Sztun
Blanka;Ho³ojewski
Zofia;Staszuk
Ariadna;Onufryczuk
Greta;Tenderys
Kwiryna;Dising
Cyriaka;Marcinanis
Jagoda;Eigler
Jeros³awa;Dru¿nik
Wiola;Gawiniecki
Sylwana;Chilary
Rafaela;Maciejczak
Mechtylda;Mo³wa
Pudecjanna;Denus
Wrócis³awa;Cyprajanik
Heloiza;Ciaramudziñski
Petronia;Mozwi³³o
Karolina;Koziupa
Gustawa;Kmieciewicz
Jurata;Stubecki
Sobies³awa;Kyla
¯egota;Siembia
Carmen;Woszak
Inez;Zettler
W³adys³awa;Jaweczek
Szarlota;Forbes
Witolda;Betman
Eugenia;Morgilewicz
Apolonia;Rossalski
Ganda;Sciechura
Aneta;Martyliñska
Iwa;Kastuj
Dorota;Pieszke
Irmina;Pawlikow
Sabina;Chawó³a
Samuela;Duranowski
Metoda;Dobersztejn
Julietta;Balawejder
Blandyna;Denczik
Gerarda;S³ajniak
Zefiryna;Pe³dyak
Hildegarda;Pocio³
Renata;Parzuszek
Roberta;T¹cikiewicz
Ozanna;Kalinka
Tolis³awa;Czarmiawska
Krzysztofa;Bognar
Konrada;Tundryn
Alma;Kruze³
Renata;Fi³owski
S³awa;Zebruñ
Honoryna;Hyrz
Witos³awa;Stargalla
Izabela;Makiah
Nikita;Chrzanowski
Ludwina;Marcisz
Irena;Elenewajg
Gertruda;Skrobie³³o
Zdzis³awa;Dessoulavy
Nimfa;Sichanek
Miriam;Karwulewicz
Jeros³awa;Rozwenœ
Kordelia;Rejmondowska
Bogumi³a;Kment
Huberta;£ubczak
¯egota;Koroczkina
Mi³os³awa;Oraczko
Dezyderia;Lekrzyñska
Dalia;Mudyñ
Leopolda;Gottfryd
Albertyna;Hadanik
Radomi³a;Jezewski
Iryda;Kuzoñ
Stanis³awa;Brañski
Szarlota;Oblucka
Paulina;Kleinschorst
Georgina;Giwojno
Ulryka;Matczok
Pelagia;Andreatto-Jednoróg
Stella;Kusielak
Benigna;O¿elski
Sofia;Gêzwa
Klara;Zamerlak
Blandyna;Machort
Inez;Puczalska
Kazimiera;Peczela
¯anna;Klijda
Judyta;Bankiewicz
Klotylda;Buren
Cyriaka;Wolnik
Wincentyna;Ksi¹szka
Szarlota;Zerzucha
Kunegunda;Cypionka
Malwina;Kozdroñski
Bibianna;Garyszewska
Rajmunda;Tymrokiewicz
Celestyna;Nysenhole
Zula;Bajczynko
Loda;Merkun
Paulina;Osyf
Epifania;Charyk
Arletta;Welewicz
Orchidea;Koloczek
Stronis³awa;Siecieñczuk
Mina;Hazelbusz
Pêcis³awa;Nessler
Hiacynta;Perwejnis
Mirella;Kacperowski
Gallina;Hatny
Alicja;Skiczak
Anastazja;Przêdzelewski
Bogumi³a;Sheybal
Alfonsyna;Sebestia
Georgina;KuŸnicki
Scholastyka;Rajnek
Stanis³awa;Du¿yja
Eugenia;Maczjonsek
Wac³awa;Mordzicki
Franciszka;Gmi³ka
Dalida;Lejnell
Anastazja;Waglowski
Lucylla;Pociêgiel
Kinga;Tandziñska
Demetria;Habzejon
Bernadeta;Dowgia³o
Lucylla;Finkelski
El¿bieta;Dziêtara
Maryla;Pisio³ek
Œwiêtomira;Szurta
Teodora;Warcawa
Sabina;Piczul
Iryda;Marzisz
Bernardeta;Jurgen
Dobrocha;Orzychowski
Izolda;Haterne
Marika;Kocheñ
Ludgarda;Boros³awski
Aldona;Donda
Amelia;Chracha³o
Ciechos³awa;Chalubiñska
Odila;Chycak
Sandra;Wala
Jewdocha;R¹mbel
Ksymena;Szariakow
Laura;Schliskie
Dawida;Koewler
Edda;Mewdocha
Oliwia;¯ywieluk
Mina;Kukielka
Ingrida;Zygmuntowicz
Gaudencja;Bok³aha
Mi³a;Pachul
Sylwana;Kirda
Wis³awa;Kozimêka
Daria;Kuszpel
Georgina;Koladziuk
Ludwina;Samoi³ow
Angelika;Szterk
Edwarda;Wogtman
Sawa;Oppat
Marcelina;Slip
Wiktoria;Wiculski
Dobrochna;Œwitkowski
Ernesta;Dejneko
Adolfa;Marusz
Julita;Giereczuk
Zbigniewa;Mertes
Afrodyta;Klimczik
Szarlota;Dolais
Daria;Hancbach
Wszemi³a;Hajdara
Gallina;Prosnak
Franciszka;Selerski
Sulis³awa;Lirka
Oswalda;Blumenstock
¯alina;Kuroczek
Eunika;Sardoñ
Adolfina;Framkiewicz
Biruta;Obiegun
Sylwia;Feodor
Joachima;Kryciuk
Innocenta;Szaykowski
Lubosza;Hegenza
Imis³awa;Leliwa-Kopystyñski
Ryszarda;Bujdo
Jarema;¯o³nierzów
Kamelia;Ballun
Beda;Rorot
Margareta;Kilima
Agnieszka;Wolz
Asteria;Hamolewicz
Linda;Hiñc
Adriana;Niedubek
Bronis³awa;Wszedyrówny
Waldemara;Garbarcik
Beatrycze;Sygajska
S³awa;Briuk
Weronika;Zembricki
Geraldyna;¯oñ
Januaria;£akomsky
Leokadia;Bonaweturczyk
Klara;Hanczakowski
Amalia;Lenza
£ucja;Klajna
Zenobia;Uriarz
Rajmunda;Gibaszewski
Zygfryda;Lotawiec
Aida;JoŸwiuk
Judyta;Owœnicki
Wiktoryna;Hazenberg
Paloma;Werdynec
Dominika;Szumada
Ariadna;Butnarowska
Talita;Szwonek
Konstancja;Owarewicz
Kleopatra;Bradzik
Albertyna;Sobiekiewicz
Kira;Babika
Norberta;Lewañczuk
Amanda;Knajzler
Salomea;Niedzia³ek
Dalia;Romankow
Zenona;Koptowska
Dalia;Kotwi³a
Laurencja;Wielet
Andromeda;Rodzko
Pulcheria;Witasiek
Chwalimira;Wakasz
Niegos³awa;Niedzielak-Niedzielski
Oliwia;Kmatek
Gizela;Pasadziñska
Januaria;Prokopniuk
Szymoneta;Kroff
Bogus³awa;Rukszte³a
Roberta;Dzbik
Diana;Drischlag
Halka;Derdowski
¯egota;Termowska
Ganda;Miczalska
Klotylda;Pilakowski
Iwetta;Wrzasko³a
Wilma;Darczuk
Dobies³awa;Kêca
Olga;Rudawa
Niemira;Kwietnicki
Neomi³a;Gó³czyñski
Joanna;Nietrzebek
Œwiêtochna;Löbau
Tacjanna;Fromenfelder
Seweryna;Hoponiuk
Petronia;Rezkar
Fryda;Karpieniuk
Klemencja;Pyde
Sulis³awa;Fundasiewicz
Norberta;Szypuliñski
S³awomira;Ciulków
Daniela;Przegania³a
Janina;Ma³acki
Rozanna;Nidegorski
Margot;Budzimska
Tekla;Inglese
Julianna;Pokutnik
Zdzis³awa;Ko³dziejski
Wiêces³awa;Menzyk
Roma;Stakowski
Norberta;Betnarowicz
Izolda;Boyk
Juda;Œwieszcz
Emilia;Czystowski
Longina;Krystiuk
Walentyna;Scibut
Dalia;Hano
Ksenia;Medysiewicz
Celestyna;¯enkner
Szymoneta;Sowirka
Mindora;Warulik
Alojza;Z³otokowska
Kosma;Ró¿nowski
Aniela;Conterno
Paloma;Jad
Narcyza;Wajsznis
Fabia;Burcek
Maryla;Szczodróch
Stefania;Broziewski
Bolis³awa;Mistasz
Rudolfina;Rubelt
Izolda;Siwkiewicz
Alicja;Dziarek
Julita;Witling
Dezyderia;Mandeburska
Klemencja;Martnów
Liza;Hryniak
Bolis³awa;Kieferling
Œwiêtos³awa;Dyszcz
Kwiatos³awa;Ginczelewski
Adelina;Postalewicz
Ofelia;Toubert
Hilaria;Jonaszek
Wyszes³awa;Troczewski
W³oœcis³awa;Prusaczek
Ulryka;Kwiasowski
Bibianna;Przezdziegowski
Dina;KaŸdalewicz
Eudokia;Kurpianiec
Alojza;Gliga
Kleopatra;Dauter
Ariadna;Waltratus
Lilla;Dobrzañski
Natalia;Belau
Ciechos³awa;Kochajkiewicz
Paula;Piciulewicz
Flawia;Luckow
Aleksandra;Strzêmpa
Oswalda;Fim
Nadia;Kremsa
Romualda;Arceus
Wis³awa;Koenik
Taida;Loniec
Saba;Homañczuk
Ingrida;Kohl
Erwina;Pachczyñski
Jagoda;Tarzanowski
Klaudia;Wa³eczak
Sofia;Purszelis
Sewera;Manusek
Eryka;Eliner
Irina;Banachowicz
Krystiana;Daugawijet
Fortunata;Gozdan
Domas³awa;Leibner
Wilhelmina;Przemibida
Albina;Œwindryk
Wis³awa;Keœminowicz
Telis³awa;Guida
Radomi³a;Warzec
Œcibora;B¹das
Adelina;Kosien
Leonida;Kruschel
Pia;Kopelewska
Jeros³awa;Machlikowski
Wyszes³awa;Po³niak
Eugenia;K³odrawski
Gardenia;Pegruszewski
Marcela;Ziemilski
Emma;Organowicz
S³awomira;MedŸwiedzki
Budzis³awa;Janeczak
Jolanda;Kowiñski
Dawida;Lewoszko
Hortensja;Bade³ek
Wincenta;Awstryc
Gawry³a;Mejzel
Toma;Strzy¿ewicz
Edda;Dreszlew
Zula;Zdukos
Eugenia;Wró¿
Franciszka;Amieljanowicz
Euzebia;Bekiera
Magdalena;Banceruk
Roberta;Dycho
Rebeka;Szkopañski
Fryderyka;Dujak
Dagna;Kmejska
D¹brówka;Morra
Siecies³awa;Kielinski
Wiera;Putin
Wrócis³awa;Schugol
Niegos³awa;Domadyñska
Przybys³awa;Orpiszek
Emilia;Przestroga
Maura;Jurgieniew
Wiêcemi³a;Poniwozik
Józefina;Lastówka
Szarlota;Majzit
Dziers³awa;Waltersdorf
Przemys³awa;Schymanek
Klaudyna;Wrzall
Zenona;Pisklak
Konstancja;Henko
Wiwanna;Decelis
Kordula;Jasman
Filipina;Drzeñ
Miranda;Go³onicz
Dominika;Wadu³a
Bibianna;Gieber
Gabriela;Wercho³a
Dezyderia;Gmuszyñska
Liwia;£ajdych
Julia;Rozpoczyñski
Domis³awa;To³kiewicz
Raissa;Pacholarz
Ma³gorzata;Pigoñ
Saturnina;Markiw
Józefa;Szupeñko
Kryspina;Narwojt
Krystiana;P³ucienniczek
Atanazja;Przebój
Hortensja;Znachorczyk
Maura;Benachowska
Cecylia;Œwierzko
Julietta;Nabrze¿ny
Sylwia;Marciar
Witos³awa;Gmitro
Jakobina;Zo³ot
Œcibora;Halitew
Pryska;Bokum
¯alina;Kleinberg
Rudolfina;Budukiewicz
Felicja;Tarchanów
Malina;Plica
Rudolfa;Pidlaœkowycz
Amalia;Kurewski
Zenona;Groter
Bêdzis³awa;TaŸbier
Jolanta;Kielenka
Wac³awa;Stawianka
Adrianna;Grubacka
Daria;Podskróbko
Magda;Grudzko
Dagna;Ig³owski
Marianna;Czarnulicz
Wyszeniega;Pundor
Boguta;Czykarow
Kamila;Starkula
Marcela;£awraniec
Alojza;Pi¿uk
Jolanda;Dzier¿ykowski
Wincentyna;Kozliczak
Narcyza;Wiendlocha
Lea;Kiselow
Dominika;Boruszczenko
Sobies³awa;Rajkow-Krzywicki
Geraldyna;Stropiêtka
Kaja;Go³szewska
Prakseda;Perdyn
Lolita;Gajdenko
Bêdzis³awa;¯abnik
Toma;Katynkiewicz
Petronela;Trom
Les³awa;Pomicka
Lilianna;Kapri
Bo¿ys³awa;Fronckowiak
Manfreda;Lötsch
Hermenegilda;Giedrajæ
Ganda;Szmagoñ
Domis³awa;Kubrzycka
Pamela;Zorn
Les³awa;¯erebiec
Justyna;Oszmankiewicz
Lolita;Giesert
Paulina;Cyrybulka
Œwiêtos³awa;Wêpsiêæ
Œwiêtochna;Bardziszewski
Czes³awa;Canfora
Rafaela;Bratwa
Milena;Zdaj
Pêcis³awa;Sromala
Miriam;Resko
Liwia;Seum
Materna;Ku¿ka
Bogus³awa;Thierfeld
Dobromi³a;Prystopa
Eliza;Porszewski
Lucylla;Kizling
Lilianna;Wachlka
Koleta;Zwijacz-Kozica
Jowita;Szczegulski
Wojs³awa;K³ukiewicz
Perpetua;Reywer
Albina;Szczesiul
Bogna;Onitzch
Berna;Kochciuk
Mi³os³awa;Kozberk
¯aneta;Grospart
Fabiola;Oszakowska
Alfreda;Kaletta
Bo¿ena;Hejne vel Striczel
Ingrid;Mrêczycka
Nadzieja;Gorodejko
Sonia;Mechaczek
Maja;Krasteli
Lucjola;Hoehle
Œwiêtochna;Awi¿añska
Beatrycze;Pleskat
Mironiega;Kacperec
Pola;Fryske
Symforiana;Kazib³ocki
Dalia;Kapma³ka
Samuela;Grzelaszyk
Eugenia;Zabramny
Genowefa;£osakiewicz
Tomira;Pitrsz
Sylwana;£aga
Biruta;Kumpiak
Hiacynta;Springier
Sêdzis³awa;Morzygemba
Bryda;Rokaszewski
Sandra;Bimbaum
Romana;Œwiatope³k
Amelia;Zasadzieñ
Kinga;Reimus
Waleria;P³aksiwa
Adria;Foder
Halina;Ch³êd
Margot;Apostoli
Serafina;Przozowski
Koleta;Moriba
Ciechos³awa;Curr
Tolis³awa;Ziach
Anastazja;Rejzynger
Juda;Gryniewiczów
Emma;Suchajka
Ida;Derszniak
Honoryna;Slipczuk
Samanta;Ruckert
Miriam;Janklowski
Mira;Go³y¿niak
Cezaryna;Loules
Laza;Fedoñczuk
Berna;Charasimowicz
Roma;Lypiec
Malina;Kulfa
Zawisza;Mêdela
Fabiola;Stefak
Jagna;Bolok
Anita;Majtuszyc
Gryzelda;Matewisz
Odilla;Wiêcior
Kryspina;Ja³ta
W³oœcis³awa;Demiedziuk
Aleksandra;Naugebaur
Eufemia;Stempniok
Telimena;Pomierczyk
Hermenia;Bethmann
Dobroniega;Fajersztajn
Perpetua;Gaw³as
Berta;Czerwañski
Bazylissa;Kronfly
Gilda;Mycyszyn
Florentyna;Mieæwiczuk
Heloiza;Wilczak vel Wilk
Lidia;Rubyœ
Berna;Klementejew
Oriana;Kuropij
Enema;Szatosz
Joanna;Ambraniak
Liliana;¯órawicz
Sebastiana;Sten¿ycka
Tomira;Zwanziger
Grzymis³awa;Wojtyœ
Flora;Gadawski
Jolanta;Nitfer
Leonia;Radtke
Natalia;Marsza³ek
Tamara;Otrysko
Kasjana;Kobijañska
Romana;Wasek
Szarlota;B¹bek
Hanna;Athman
Ofelia;Kasajew
Wielis³awa;Wandalli
W³adys³awa;Karboniczak
Aneta;Klabon
Zora;Szczorbowska
Dobies³awa;Zgit
Anita;Gellhard
Dajana;Mickorek
Mœcis³awa;Kanzok
Ofelia;Andrijow
Seweryna;Danaj
Dalila;Chmurkacz
Alina;Sparta
Dyzma;Sza³ajczyk
Januaria;Bie³us
Gilda;Trauta
Bratumi³a;Mo¿dzeñski
Manuela;Laubensztajn
Ksymena;Micha³owycz
Metoda;Metryka
Pelagia;Zambczyñski
Maria Magdalena;Wekszmejder
Wies³awa;Joñczy
Lora;Soraczak
Prakseda;Frimus
Lilianna;Szuchendler
Ksenia;Racibór
Blanka;Zworski
Perpetua;Ma³gorzaciak
Bibianna;Kaboda
Halka;Klinciary
Ernesta;Kielmer
Domis³awa;Podeprzyg³owa
S³awomira;Murgala
Bêdzis³awa;Œwi¹tecki
Ingeborga;Pucyna
Leonia;Ciehomska
Kwiryna;Oleg
Biruta;Kurznik
Anatolia;Piórski
Flora;Posadzy
Eleonora;Kondzio³ka
Agnieszka;Korletjanu
¯ywia;Prys³asz
Regina;Hrebieñczuk
Dobis³awa;Ziemiarek
Agnieszka;Zachliñska
Felicjana;Terupczyk
Eudoksja;Kukuruziñska
Eryka;Kohan
Klarysa;GwoŸdziewski
Dalia;Cwinarz
Maryla;Sanacz
Gra¿yna;S³aciwa
Maja;Garyantysiewicz
Adela;Zacharyga
Bernardyna;Elstner
Witolda;Poszwa
Krystiana;Szczerpa
Les³awa;Waropiñska
Milenia;Suro¿yñski
Grzymis³awa;Supko
Wrócis³awa;Cenart
Przybys³awa;Zagrodniec
Krzesis³awa;Miedzigórska
Jowita;Koreika
Marcela;Jab³ko
Kwiatos³awa;Haubenreisser
Kamelia;Deleszek
Oda;Breslin
Filipina;Chudyna
Mirabella;Dra¿an
Idalia;Suryga
Taida;Klarenbach
Malwina;Starczyñski
Pia;Domizo³
Estera;Sopiasz
Amelia;Walaszyñski
Raissa;Curulewska
Franciszka;Charczewski
Augustyna;Schierer
Telimena;Sumerowicz
Halka;Ojowski
Abigail;Chaczbabian
Pia;Hunter
Alberta;Jodowicz
Dagmara;Burgraf
Cezara;Brodesiuk
Salome;Chraca
Kaja;Pidkowicz
Salome;Rusmarczyk
Irena;Petrików
Anna;Tomilak
Dobroniega;Plechocki
Eliza;Œmierzalski
Domas³awa;Bagienko
Kasjana;Gulbitowicz
Marianna;Panuœ
Pêcis³awa;Jêdroszek
Ganda;Kobielan
Emanuela;Ciuchota
Zula;Jutrzyñski
Szarlota;Kre¿o³ek
Petronela;Lota
Rozalia;Wierchanowicz
Salome;Ho³aciñska
Enema;Koswenda
Marcjanna;Glondys
Lilla;Gonczarowski
Jakobina;£osiewicz
Linda;Brunatowski
Wiera;Koln
Rudolfina;Samorów
Teofila;Zabrzañski
Innocenta;Kisiecki
Jarmi³a;Sisler
Urszula;Kruse
Iryda;Dziechczarczyk
Gizela;Lipczik
Justyna;Szmêdziuk
Seweryna;Alajko
Swet³ana;Nagengast
Fabiola;Okow
Katarzyna;Kl¹ka
Jadwiga;Dylawerski
Swiet³ana;Cierzeniewska
Fausta;Niogowski
Wera;Szczeka³o
Gawry³a;£aboziewicz
Ma³gorzata;Hadela
Aurora;Slepokura
Ingrid;Basora
Karola;Miot³o
Stella;£awrynczuk
Wiera;Jankus
Amelia;Foltyniewicz
Sandra;Stupiecka
Liwia;Wargol
Irmina;Reszutko
Agata;Werpolewski
Dobrawa;Pisarenok
Nimfa;Daros
Bernardeta;Karmiñski
Mironiega;Palewaczyk
Nina;Suprunowicz
Julianna;Matycz
Hermina;Tapski
Erwina;Wolkner
Grzymis³awa;Zalewski
Manfreda;Œwieniewicz
Milena;Krokosz
Ismena;Baral
Swiet³ana;Pachole
Szczêsna;Masernak
¯alina;Pigoniewicz
Pryscylla;Hursuk
Lea;Perukowski
Donata;Wêgrus
Sara;Osinka
Warwara;Bry³kiewicz
Lubomira;Naftaniuk
Laurentyna;Chrzumnicki
Laurencja;Dziuk
Rena;Popak
Œwiêtos³awa;Grzeñdzicka
Flora;Bia³koñ
Dyzma;Ka¿donek
Seweryna;Dube
Balbina;Kiegos
Hipolita;Cymor
Liza;Brasul
Gallina;Sztepa
Diomada;Lemajda
Berenike;Kaliatzis
Rajmunda;Makuliœ
Wszemi³a;Hink
Ilia;Koniowczyk
Cieszys³awa;Jêdrac
Aneta;Bras³owska
Agata;Prosotowicz
Wielis³awa;Machajek
¯egota;Borymski
Bogus³awa;Inaciuk
Zbigniewa;Stronca³a
Oswalda;Stryjonek
Dobromi³a;Po³anecki
Zyta;Szandynis
Larysa;Kuciun
Serafina;Chabiniuk
Jaros³awa;Lepryñski
Wojs³awa;Akolnicka
Pola;¯naczek
Mariola;Bidawska
Kwiryna;Bajarkiewicz
Tatiana;Niezbora
Ida;Alaszkiewicz
Klementyna;Œwieszczorowski
Alina;Inkwanty
Stanis³awa;Kelrich
Sydonia;Korpalski
Amiceta;Ch³onicka
Boguta;Kuœnierkiewicz
Adamina;Bubiñski
Alfreda;¯amojtuk
Hildegarda;Pêszko
Ismena;Sagala
Felicjana;Gotowiec
Dziers³awa;Kiwiszyn
Cezaryna;Hegel
Agrypina;Kokoska
Kalina;Sanocz
Marianna;Swi¿yna
Ada;Gizel
El¿bieta;Postnikow
Renata;W³adiñski
Konstancja;Lazarow
Józefa;Mazerewicz
Teodoryka;S³awczyñski
Karolina;Wybór
Ewa;Telmaszewski
Katarzyna;Czerninok
Przemys³awa;Bagh
¯egota;Warianko
Taida;Dadusz
Debora;Zadów
Wszebora;Bojko vel Bañkowska
Biruta;Maslanny
Dobrawa;Budol
Fortunata;Guttzeit
Amadea;Doprata
Hermenia;Jêksa
Lamberta;Bi³kowicz
Hilaria;Wiêchowski
Kinga;Ardelki
Rozyna;Kebel
Bêdzis³awa;Koœcinski
Laurencja;Bru¿dziak
Dina;Orwedal
Konrada;Fauk
Klaudia;S³¹ba
Eudokia;Mi³ko
Glikeria;Lamberti
Honoryna;Magner
Ligia;Hojman
Maria;Kurdjak
Kunegunda;Gill
Felicyta;Srach
Karola;Tomsiak
Jolanda;Dzie¿ok
Wioletta;Stajowska
Sylwana;Sêczek
Antonina;Pobjanek
Inga;Szyduczyñski
Toma;Prymasiewicz
Fabiola;Zórawski
Swiet³ana;Ernest
Dyzma;Wojty³a
Gabriela;Grolicka
Kordula;Jaszcuk
Nadzieja;Budus
Adelina;Salostowitz
Zofia;Kukorenda
Rebeka;Sremak
Agrypina;¯urawiec
Karolina;Wielebiñski
Longina;Lohner
Zofia;Rembielska
Felicja;Wangemann
Gloria;P³aczkowiec
Ramona;Matusek
Pryska;Renefort
Ilona;Buczu³o
Radzis³awa;Grygorczewicz
Ingrid;Chowra
Lucylla;Marchañski
Teresa;Machnis
Laurencja;Kococh
Aga;Adryaniak
Wszemi³a;Æwilewicz
Liwia;Ma³oszuk
Kleopatra;Sykoœ
Leona;Wartowicz
Adriana;Gu³ajski
Samanta;Walasz
Enema;Buka³o
Beda;Robiñski
Wis³awa;Czepel
Saba;Bingiel
Ruta;Tyraj
Lena;Kosi³ow
Tamara;Smowiñska
Telis³awa;Mironowicz
Patrycja;Oleszka
Lubosza;Krylewski
Enema;Szczegóra
Adamina;Brygadzin
Iryda;Czerwonka
Samanta;Kiecol
Iryda;Godziuk
Irmina;Szabowski
Eufrozyna;Czaczyñski
Agnieszka;Czoppek
Bernardyna;Szakalida
Wierzchos³awa;Pucy³owska
¯anna;Pró¿yñski
Kordula;Heliosek
Filipina;Jaczoñski
Zbys³awa;Mosty³owicz
Emanuela;Suligorski
Atanazja;Harmaziej
Sieros³awa;Seliñski
Celina;Tempolin
Ganda;K³uskowicz
Ksymena;Bareta
Julianna;Odynkow
Lucylla;Wildaczyk
Nonna;Nagnajewicz
Dina;Bu³awiniec
Teodoryka;Sniadówka
Teofila;Srebrna
Dina;Noelle
Raissa;Chomyj
Leonarda;Sadrach
Walentyna;Dobia
Konstancja;Cholimoniuk
Adelajda;Semkiw
Kamila;Sz³awin
Amiceta;¯a³obiñski
Zdzis³awa;Grodziszewski
Aurora;Gaszler
Otylia;Stawiszczyñski
Kleopatra;Korolewicz
Klarysa;Zagoñ
Cyriaka;Faix
Joachima;Czypañski
Niegos³awa;Turczanik
Wioletta;Halów
Leona;B³anuszewski
Serafina;Lepecki
Wioletta;Sobaœ
Alberta;Mame³ko
Ifigenia;Saroka
Delfina;Zakorocki
Ksawera;Blumenberg
Stronis³awa;Biardzki
Albina;Profeska
Iwa;Fabyga
Goœcis³awa;Hirszberger
Milenia;Bittnar
Lucyna;Pozorowczyk
Goœcis³awa;Kirliñska
Bolis³awa;Kroning
Rafaela;Huller
Paula;¯ega
Metoda;Miniewski
Aldona;Pierz
Iwona;Rzesniowiecki
Sewera;Zubko
Józefina;Sieprzutowska
S³awa;Niczyj
Strze¿ys³awa;Ba³chañ
Aleksandra;Berutowicz
Œwiêtos³awa;Kloziñski
Gilda;Kolenus
Wenesa;Keblesz
Rajmunda;Olejarski
Ruta;Stepiñski
Emiliana;Karsz
Emanuela;Bazger
Bo¿ys³awa;Karpul
Adolfa;Siêg³o
Placydia;Jagielbik
Bogus³awa;Roda
Petronela;Goczan
Tamara;Owener
Klarysa;Wrazieñ
Leopolda;Sztryl
Angelika;Hincewicz
Domos³awa;Krzych
Enema;Gubin
Debora;Nieznanow
Jolanda;Pileluch
Rozalia;Jarmoz
Ludomira;Diankiewicz
Leontyna;Ajzensztajn
Amanda;Poleniaszek
Larysa;Fabijaniak
Rozalia;Janedka
Luiza;Szczyptañski
Œwiêtomira;Grzygielewicz
Fabiola;Kêpra
Danuta;Jonaik
Jagoda;¯me³ka
Angelina;Dziekañ
Wiktoria;Indrykson
Magda;Kafranowicz
Kamilla;Pojazna
Dawida;Semegin
Jolanda;Dro¿dziñski
Kamelia;Amerek
Klaudia;Wa³ko
Kolombina;¯mujdzin
Alojza;Spólniak
El¿bieta;D³ubar
Sybilla;Paweta
Miros³awa;Waluda
Mina;Czaka³a
Boguwola;Body
Helena;Karlinowska
Iryda;Pydyniak
Anita;Pra¿ec
Lucyna;Kubiczok
Ksymena;Biunder
Pamela;Paracki
Kordula;Renusz
Swet³ana;Wrzecianowska
Agnieszka;Micman
Witolda;Dluha
Selma;Chirowski
Aida;¯eza³a
El¿bieta;Hornziel
¯ywia;Ornicz
Diomada;Schafranietz
Ita;Fleites
Honoryna;Charaszkiewicz
Dobrochna;Kupnowicz
Ernesta;Chodyko
Julia;Glaniec
Areta;Sorza³a
Grzymis³awa;Kokoszewski
Leonia;Horpynko
Ewa;Ba¿ychowska
Chwalis³awa;Tymiejczyk
Delfina;Iwaszyn
Lora;Zarêczny
Hermenia;Hassman
Bernadetta;Maciejunas
Karola;Ko³tuniewicz
Aisza;Onoczyñska
Toska;Misielusz
Mœcis³awa;Rostkowska de Golan
Amadea;Grzechnikowski
Albina;Reguliñski
Drogos³awa;Dodik
Dezyderia;R¹b
Dezyderia;Ejœwi³
Elwira;Botdo³
Zdzis³awa;Samudulski
Ilia;Makojæ
Idalia;Ciuper
Filipina;Biekicka
Teodora;Œreniawski
Lukrecja;Grulec
Loda;Apoznañski
Urszula;Dux
Domos³awa;Brysiewicz
Tomis³awa;Jancza
Florentyna;Olaniecki
Elwira;Matejesiek
Waleriana;Bu³gojewska
Gilda;Marcuta
Boñcza;Molong
Demetria;MroŸniak
Beda;Giba³o
Iwetta;Numienko
Kinga;Fawrel
Laza;Kuzajewski
Brygida;Siacha
Tomis³awa;Józepajtis
Lamberta;Telechewicz
Balbina;K³êka
Justyna;Spanos
Gloria;Szczensnowicz
Jarmi³a;Gulkowski
D¹brówka;Mrowca-Piekarz
Kesja;Simoñczyk
Hanna;S³oninka
Hanna;Harnik
Taida;Kusznirenko
Œwiêtochna;Mojdak
Kaja;Szelepusta
Natasza;Fiku³a
Kryspina;Suchosz
Ksymena;Cha³usko
Alina;Kucies
Ró¿a;Œcibor
Sulis³awa;Bukarewicz
Teodoryka;Jêdrzeczyk
Aga;Zam³yny
Adolfina;Rd¿anek
Krzesis³awa;Kuzarewicz
Tamara;Handzlich
Tadeusza;Zeleœkiewicz
Tolis³awa;Schlachetka
Fryderyka;£aganowski
Amelia;Gejbys
Enema;Dra¿ek
Kinga;Chamarowski
Tomis³awa;Portz
Iwa;Dêbowa
Beatrycze;Kalwat
Dalila;Karuszewska
Maria;Pietosa
Kazimiera;Grzabiñska
Marika;Pociolik
Jaœmina;Maksinkiewicz
Ramona;Wozniak
Domis³awa;£adon
Ozanna;Ratza
Dalida;Griessgraber
Amalia;Szkolarska
Daniela;Zielicz
Odilla;Adamcio
Waleria;Lippik
Milena;Konstancjak
Wierzchos³awa;Diaszkiewicz
Sybilla;Wenke
Lucylla;Memet
Teofila;Jewdekimow
Aniceta;Dobrusiak
Wanda;Szufreida
Georgina;£uckowski
Rudolfa;Sopa³owicz
Diana;Szmagierewski
Loretta;Wo³oczkiewicz
Dobrocha;P¹perski
Jagna;Sytykiewicz
Adriana;Kail
Zbigniewa;Ciechyra
Felicyta;Kundeli
Ulryka;Klemfas
Sabina;Stoporczyk
Weronika;Filipczok
Rozalia;Biennek
Jarema;Ejsmentewicz
Emiliana;Helsner
