Sykstus;Warnasz
Prosper;Steigmann
Warcis³aw;Dowhopoluk
Wilhelm;Dzichel
Rainer;Stencelewicz
Irydion;Olezak
Godzisz;Torowski
Emanuel;NiedŸwiedz
Dalegor;Matijaszkiewicz
Arystarch;Gusarów
Jan;Klonczar
Asteriusz;W¹tkowski
Broniwoj;Sztecherska
Ubald;Skakaj
Zbroimir;Bessinger
Mi³owan;Schmoranz
Drogomys³;Boryniewicz
Mokij;Pojnowska
Kastor;Bohorad
Alan;Mrowca-Ciu³acz
Harasym;Sapunjowski
¯elis³aw;Domitr
Ludomir;Wilczaszek
£azarz;Pierewóz
Wiktoriusz;Czerni
Uniemys³;D¿ulis
Pudens;Jagnieszczak
Radziwoj;Nowoœwiat³owski
Abdiasz;Stere¿y³o
Nicefor;Grindl
Krystyn;Kasiniak
Dominik;Koresandowicz
Tymoteusz;Szrubraniec
Gorgoncjusz;£achwicka
Ramon;Oczyd³y
Wielis³aw;Kubidzek
Rafael;Mêzyd³o
Brunon;Srygutis
Abdiasz;Suteniec
Albrecht;Stromenger
¯elis³aw;Hondel
Radomir;Cierbieta
Radomi³;Stachowiak Alias Stachow
Helmut;Lirowska
Asteriusz;Szkurlat
Harasym;Dzier¿ega
Absalon;Dimidowicz
Barnaba;Szepiszczak
Asteriusz;Napruszewski
Zacheusz;Taruszewska
Hygin;Czarnojañczyk
Nepomucen;Reszyc
Apollo;Papiurska
Roger;Pawolek
Ludomir;Koryœko
Beatus;Szargan
Siemiodrog;Sodor
¯ywis³aw;Masz³ykina
Herbert;Pentner
Amos;Strumid³o
Juliusz;Base
Mojmir;Handiuk
Addar;Rzab
Albaniusz;Zasybski
Chryzant;Kuszczek
Laurenty;Bartak
Magnus;Kuleksik
Klaudian;Pruchoñ
Agatonik;Ludminiak
Longinus;Kresoñ
Brodzis³aw;Kluwe
Malkolm;Dziektarz
Witalian;Smusowicz
Bohdan;Bacza³a
Engelbert;Kiendrowicz
Klement;Wachoski
Wyszes³aw;Zachodny
Budzimir;Sita¿
Prudencjusz;Snopin
Sobies³aw;Widzio³ek
Hipolit;Ankielewicz
W³adys³aw;Gawdusiñska
Wiêcerad;Smolcerz
Chwalimir;Niesciur
Jonatan;Spytko
Gebhard;Legocki
Pawe³;Stobieniecki
Herkules;Œlifierski
Gall;Kienik
Naum;Opat
Ziemis³aw;Kuminiarczyk
Orestes;Hinek
Nahum;Strajner
Andron;Kwaczala
Justynian;Mazul
Twardos³aw;Kazimierak
Fides;KrzyŸcin
B³a¿ej;Osolinsz
Tacjusz;Kasywa
Burchard;Tarzyniec
Wawrzyniec;Oprawko
Jan Nepomucen;Dymiñski
D³ugosz;Wawigórska
Gall;RóŸniakowski
Floryn;Krzu³a
Tacjusz;Beigelt
Donald;K³¹czyñski
Priam;Kozott
Remigiusz;Falancik
Wiêcemir;Kwarzuk
Kasper;Galata
W³odzimir;Jeœke
Amin;Mniszak
Janusz;Polusiñski
Jacek;Syrojc
Dobiemiest;Swidergo³
Sebald;Hetman
Achacjusz;Slêzak
Jarope³k;Dyrzbo³owicz
Klaudian;Urbicki
Bogumi³;Federoñcz
Uniegost;Hadeja
Bernardyn;Chamioto
Hermes;Huettner
Dobiemir;Hukiel
Odil;Broñka
Cyprian;Palorzka
Walenty;Majerczyk-Marchewka
Zbros³aw;Damilewicz
Salezy;Sczok
Roœcigniew;Mierkowski
Domawit;Biedroñ
Franciszek Salezy;Gustajits
Tymoteusz;Jórczyk
Norman;Æwiêkolik
Klement;Stoszek
Ezdrasz;Cho³emski
Sobies³aw;Soski
Marcjal;Wajdemann
Leopold;Dagobert
Felicysym;Jasienicki
Ksenofont;Czura³o
Amon;Gnitka
Ryszard;Jermo³kowicz
Job;Kaczuga
Mirogniew;Hereberger
Cyryl;Klaszczyñski
Zdzimir;Sundecki
Albrecht;Gawiec
Kastor;Skawronek
Justyn;Kiedowski
Chociebor;£uczów
Ludwik;Marchuluk
Budzimir;Eugenia
Kordian;Mi³usiñska
Ewald;Muderhak
Dominik;Helizon
Franciszek Salezy;Stardza
Felicysym;Schwart
Paramon;Czarnobój
Ernest;Wichmann
Mœcibor;P³oñczyk
Barabasz;Kernewicz
Leonard;Warzeszka
Narcyz;Ajke
Anastazy;Bonaszak
Zefiryn;Gedecki
Pêcis³aw;Dangward
Namys³aw;Kuciewicz
Bjorn;Kulkowicz
Harasym;£otuszko
Mœciwój;Weremiejuk
Siemirad;Targasiñski
Alban;Ho³otek
Wojs³aw;Jasnopolski
Konstancjusz;Macanowicz
Korneliusz;Kulfan
Walerian;Stalkiewicz
Mauryn;Ko³darz
Renat;Nimira
Wojs³aw;Puczke
Miros³aw;Galêc
Alfons;Smeza
Beatryks;Sakiewka
Grodzis³aw;Czeladka
Terencjusz;Mazunkiewicz
Gorzys³aw;Siemowski
Longin;Trusz
Spycimir;Krzywobokow
Krzesis³aw;Myœkowski
Sofroniusz;Medakiewicz
Anastazy;Lidor
Szczepan;Buszmann
Mansfet;Bohlke
Leonard;Czekiery³o
Œwieciech;Smak
Paulin;Mendelewski
Julian;Duchnicki
Emilian;Osieñski
Fidelis;Potrêt
Arystarch;Gestern
Stanis³aw;Gawrycuk
Libert;Bolibok
Kornel;Aleksiuñ
Bohusz;Libuszewski
Dobiegniew;Birkholc
Wrzes³aw;Lichs
Feliks;Rêbacz
Miromir;Wo³owiecki
Klementyn;Gawza
Domos³aw;Minchajmer
Jaromir;Wy³upek
Œcibor;Dzianis
Kwiryn;Ajnenkel
Marcjal;Sidór
Nikanor;Ga³awan
Jeremi;Nieczykowski
Sabin;Swedera
Dobrowój;Kalbarczuk
Boleczest;Iwanól
Pankracy;Waszceniuk
Wolimir;Nazurczuk
Witalis;Deszczyszak
Leodegar;Rozoñska
Niezamys³;Percheniak
Erwin;Trzemszyk
Prochor;Bienia³
Kanut;Brzazicka
Honoriusz;Notka
Heliasz;Czemny
Krzysztof;Kazimierczk
Dominik;Mrokoñ
Mêcimir;T³uszczyk¹t
Dobromi³;GarbuŸ
Serwacy;Stanczew
Jac³aw;Oleniczek
S³awosz;Djakuñ
Bertram;Zasied
Lech;Œmiarowski
Pakosz;Paciask
Wrzes³aw;Jasuwienas
Wit;Siajko
Filip;Knia³kowska
Trzebimir;Biernieczorek
Damazy;Ko¿anczuk
Uriasz;Drapella
Ziemowit;Jasiunkiewicz
Cyprian;Jagodda
Uniemys³;Eidzinów
Radzimir;Przymuszewski
Cyriak;Hub
Radomi³;Klankiewicz
Mœcigniew;Czuks
Sabin;Jendroski
Warcis³aw;Koczyjan
Herakliusz;Buczyn
Celestyn;Hyleñski
Delfin;Schman
Pakosz³aw;Br¹berk
Tomir;Gnajczak
Marcel;Zabrodzin
Wojciech;Jawliszyn
Siemirad;Drauer
Gaudenty;Mietlonek
Iwon;Churzêpa
Ludwik;Czyjkowski
Franciszek;Endrikat
Marek;Trzepocki
Wiktor;Diedrichsen
Rafa³;Tarczyñski
Benedykt;Czarnecki vel Babicki
Ruben;Dra¿encki
Ewald;Wambutt
Pankracy;Ptas
Ciechomir;Mys³owski
Sylwester;Muszowicz
Fabrycjan;Dmytrejewski
Ludos³aw;Mieroñ
Spirydion;Nebesio
Wespazjan;Kintzel
Marceli;Machanowski
S³awosz;Sarosiak
Domawit;Orewczuk
Ronald;Pomieciñski
Goœcirad;Rohneberg
Siemiodrog;Burdon
Zbis³aw;Chocho³a
Godzis³aw;Tarenko
Rainer;Gu³awski
Janis³aw;Dyka³a
Pantaleon;Resa
Klaus;Doros³awski
Kacper;Sembczyñska
Szczêsny;Hrubian
Damaris;Rebeliñski
Samson;Brykiewicz
Amedeusz;B³¹zoñ
Cezary;Sztramski
Ludos³aw;Kondziera
Aron;Patrzyczna
Mariusz;Koczu³owski
Cieszymys³;Me³nyczajko
Sofroniusz;Antalok
Kordian;G¹szcak
Ulrych;Wo³oszczenko
Sewer;Kapelak
Zefiryn;Surdukowski
Wendelin;M¹¿ych
Racimir;Polowczyk
Nadmir;Beynarowicz
Ferdynand;Zematko
Kir;Krystañczuk
Bernardyn;Szwajc
Reinhold;Kostroba³o
Egbert;PaŸdziorko
Goliat;Briegiert
Nikanor;Borchacki
Pakosz;Granica
Roœcimir;Maszeñda
W³adys³aw;Serwatko
Bêdzis³aw;G¹dk
Cezariusz;Kanyi
Borys³aw;Bobelska
Drogomi³;Gojawiczak
Iwon;Zó³ty
Stojmir;Kiwiórska
Dorian;Czuda³a
Demetriusz;Goduszawska
Beatryks;Antychowicz
Dobrociech;Arbuszewicz
Tyberiusz;Moisym
Bonifacy;Czy¿kiewicz
Oktawian;Buszla
Jazon;Dora³
Paramon;Wa³kówski
Siemirad;Pergardy
Ozeasz;Po³êcki
Kordian;Zatajczak
Czcis³aw;Sto³piec
Maciej;Miêcko
Odon;Fabowska
Benicjusz;Kierkuñ
Harasym;Kropownicki
Salezy;Glowicka
Jan Chryzostom;Strugulewski
Zbylut;LyŸniak
Euchariusz;Bielinis
Aleksy;Siklicki
Bogus³aw;Staœlik
Uniemys³;Zawo³owicz
Jeremi;Zbylut
Lucjol;Klebka
Alojzy;Bradatow
Amadeusz;Ukrzys
Maksym;Raduchowski
Suliwoj;Raspopow
Jaromir;Tesolin
Albert;Wereta
Oswald;Makaros
Lucjol;Jaroszkowski
Priam;Bacharczyk
Felicjan;Ostoiski
Faustyn;Kusyj
Wilibald;Milgram
January;Fujaka
Ludos³aw;Pieru¿ka
Œwiêcimir;Sapylak
Bertram;Rozmuski
Szymon;Wigda
Alfons;Dybacki
Sulirad;Oziewa³a
Benedykt;Czartowicz
Wawrzyniec;Kasprzuk
Œcibor;Piechnio
S³awosz;Mar¿³o
Leoncjusz;Ptaszkowski
Bronisz;Rozumowski
Efrem;Kochmiarczyk
Przybyrad;Tilmanowski
Przedbor;Mikelska
Bogus³aw;Taca³a
S³awomir;Kisza³a
Witomir;Cyrulczyk
Gracjan;Gerstenerger
Arystarch;Kuœnierewski
Dawid;Bessert
Mœcis³aw;Dambeck
Hilary;¯bilski
Jeron;Witalc
Wielis³aw;Artf
Borys;Brogul
Sebald;¯bikowski
Bart³omiej;Michciñski
Angelus;Scichocki
Ciechos³aw;K³êpa
Agatonik;Kamiuska
Duszan;Szczapa
Dziers³aw;Poczêsna
Sylweriusz;Pie³ot
Festus;Piesiakowski
Bronis³aw;Przybyski
Wielis³aw;Chrobar
Cieszygor;Konwiak
Melchior;Jasichowicz
Przedbor;Hartkiewicz
Arnold;Wszytko vel ytko
Tolis³aw;Schramowski
Zdobys³aw;Zanyñska
Ninomys³;Alibó¿ek
Ambro¿y;Grembarowska
Amin;Dylek
Stojgniew;Wypukol
Przemi³;Glajcar
Wolmar;Muchl
Abdiasz;Œle¿anowska
Dalebor;Sledek
Bronis³aw;Lumberda
Rafa³;Laudel
£êkomir;Mie¿al
Prudencjusz;Kuczela
Jan;Kosmalla
Wszemi³;Derblich
Radziwoj;¯ukacka
Florencjusz;Kalig
Kiry³;Doemski
Wiktor;I³czyszyn
Tyburcjusz;Wilczyñski vel Wilk
Siemowit;Zuda
Eulogiusz;Kapaliñska
Eweryst;Wasiluszko
Wolmar;Zaprodny
Matron;Irchin
Dalebor;Grzebiniewski
Addar;Fasalek
Wiêczys³aw;Schwamel
Mi³osz;Kerlikowska
Horacjusz;Skolas
Agatonik;Maruszewski
Dalebor;Lejchmyc
Radek;Bunzler
Teobald;Wierzowicka
Ernest;Gi³udŸ
Ksawery;Odlanicki Poczobut
Stanis³aw;Bordun
Walter;Œwiszulski
Bronisz;Wadziñski
Dobrogost;Maris
Felicjan;Kamczek
Malkolm;Rejowski
Wszeb¹d;£abocki
Prochor;Walaœkiewicz
Ksenofont;Podbiok
Prot;Jagniszewska
Jêdrzej;Tramowski
Naczes³aw;Po³udniewski
W³oœcis³aw;Feierabent
Onufry;Beblik
Tworzymir;Sapina
Serafin;Bezpalko
Józef;Hrynach
Konstanty;Abramson
Sylwin;Apostel
Wojmir;Toltzdorf
Konstantyn;Brzuziewski
Ernestyn;RoŸmiej
Œcibor;Pengal
Honoriusz;Ka³u¿a
Chryzostom;Ra³ajska
Witold;Synek
Frumencjusz;Bodyl
Agatonik;RoŸkiewicz
Skarbimierz;Cebestowicz
Aleksander;Knitkowski
Wszeciech;Jaromluk
Laurenty;Boggasch
Bean;Gryszewicz
Siestrzemi³;Rydusz
Œwiêtomir;Chajak
Sewerian;Kinderowska
Nahum;Sostek
Jarope³k;Nozdria
Oskar;Zwirbulis
Teodozjusz;Kopowski
Kanty;Brynsza
Czechoñ;Kunger
Gracjan;Schaitter
Jaros³aw;£ajdych
Kalasanty;Diduchiw
Metody;Ilmer
Rafael;Groszownik
Ernestyn;Wysler
Domicjan;Pauszewicz
Bolemys³;Gubaka
D³ugosz;Pospycha³a
Blandyn;Nowald
Amedeusz;Niemenczyñski
Gotfryd;Koguœ
Mœcibor;Kaliœciak
Walenty;Zgórek
Dobromierz;Porz¹dny
Stos³aw;Ratuczaniak
Myœlibor;Balber
Wiêcerad;Aue
Urlyk;Folêtarski
Hugon;£acheciñski
Amos;Gr¹dalski
Skarbimierz;Izypko
Eliasz;Kientop
Lutogniew;Widara
Benicjusz;Kulwieæ
Diogenes;Wolschon
Libert;Nassada
Bêdzis³aw;Stemborski
Laurenty;Bielencz
Krzesis³aw;Steiden
Prosper;Rachewicz
Warcis³aw;M³ynarczuk
Narcyz;Drachny
Donat;Frenz
Krystian;Smagaliñski
Czêstogniew;Bodzicki
Wiêcemi³;Klidz
Jeremi;Klusik
Wito³d;Kokok
Dobromys³;Hórnik
Maksymin;Maciejszyk
Hermenegild;Chojnaki
Julian;¯uchelkowski
Emeryk;Ka³uszewski
Bogumir;Bartulski
Broniwoj;Nawrocik
Mieszko;Zlot
Emeryk;Le¿yñski
Twardos³aw;Pelecha
Mateusz;Bociocha
Benicjusz;Beyner
Czech;Ardzacka
Œcibor;Oszug
Faustyn;Barostecka
Barabasz;Czap³ygin
£êkomir;Krag
Czêstobor;Faustryak
Amadeusz;G³owola
Marcelin;Swierczyk
Wielis³aw;Lazzaro
Ulrych;Kutakowska
Gawe³;Glucklich
Odon;Bazaliñski
Cieszymys³;Babrych
Œwiêtope³k;Dzi¹bór
Rudolf;Colin
Rajnold;Woiczik
Lambert;Meleszewska
Samson;Zarzykowski
Leopard;Plesan
Odon;Hotowczyk
Budzimir;Sfora
Kewin;Smie³owicz
Stronis³aw;Szojda
Gotard;Tyciak
Drogomys³;Puszkielewicz
Samuel;Szelicki
Klaudiusz;Cebaniak
Eberhard;Sirijatowicz
Sergiusz;Siwek vel Siwecka
Tytus;Poczewski
Fidelis;Liszkiewicz
Goœcimir;Oganiaczek
Balcer;Grzanek
Morzys³aw;Wejhor
Prokop;Chromecki
Bart³omiej;P³oszka
Cieszybor;Tischenko
Rudolf;Jednorlich
Ziemis³aw;Tomczyk
Sulimierz;Babian
Olaf;Przykopiec
Roman;Mendrysz
¯ywis³aw;Cyro
Wendelin;Andryjowicz
Lucjan;Wsza³
Patrycy;Kleweta
Skarbimir;Migdo³
Racis³aw;Lipigorski
Laurentyn;Blewonska
Miko³aj;Gandys
Karolin;Brason
Tobiasz;Kipri
Kamil;Schlachcikowski
Wszemir;Signarska
Kajus;Kiesch
Radowit;Kostycewicz
W³odzimierz;Wóicik
Lilian;Elzesser
Maur;Nendzik
Sewerian;Cha³upski
Borzymir;Lasch
Danisz;Gygier
Kalasanty;Kuryœko
Rodryg;Szwanola
Mojmir;Lacaraz
Jazon;Dygmajer
Fides;Dyniek
Mœciwój;Pudkowski
Radociech;Leszczan
Wielis³aw;Ponkierska
Beatryks;Ambroszczyn
Agaton;Karboniczek
Erwin;Tutorski
Roland;Przysiwek
Leopold;Krawczynko
Niecis³aw;Rygie³
Kasjan;Nogler
Bogumir;Nadajczyk
Adaukt;Wielusz
Lucjol;Kozielski
Sulirad;Girej
Enoch;Zienok
Bogudar;Cesnajtys
Radowid;G¹tkowski
Kanut;Hóta
Siemiodrog;Lip
Horacjusz;Kostañczuk
Onufry;Naramski
Wilhelm;Jotkiewicz
Roœcigniew;Markoczyñski
Przedpe³k;Chyda
Przybymir;Jeryszewicz
£êkomir;Knecht
Ali;Ga³da
Oliwier;Czu³an
Dytrych;Z¹d³o
Gniewosz;Masioñ
Sulirad;Czernikowicz
Roœcis³aw;Fintok
Addar;Nieœcierewicz
Teodozjusz;Mrozikiewicz
Mi³orad;Drozdzia³
Laurentyn;Wykrêtek
Warcis³aw;Czocharyn
Dobronieg;Gierlikowski
Adaukt;Dziêco³
Nosis³aw;Grzezierski
S¹dzimir;Kilnger
Kryspin;Chmielczyk
Flawiusz;Nieœmak
Sulimierz;Szczygió³
January;Najmejer
Goœcirad;Zajfret
Lubor;Klepaczarek
Iwo;Mieulska
Dobrogost;Subowska
Jazon;Bindulski
Renat;Ga³uc
Spycis³aw;GuŸmiñski
Nieznamir;Koko³owska
Bogumir;Przypaœnik
Wendelin;Gorazol
Œwiêtope³k;Radajczyk
Albin;Wiszowaty
Nahum;Makucik
Radogost;Brizzi
Uriasz;Wo³¹giewicz
Wyszomir;Pêdiwiatr
Ulrych;Klimienko
Bo¿eciech;Tym
Wyszomir;Plorin
Ziemowit;Zianiewicz
Nestor;Gabner
Ali;Ba³aski
Godzisz;Pêzimski
Zdziwoj;Porat
Judasz;Pejda
Denis;Michalszczak
Elizeusz;Prusziñski
Kiry³;Nittel
Wyszes³aw;Flont
Eutropiusz;Wollender
Czes³aw;Jesman
Lubomys³;Swediuk
Przedpe³k;Karbowañczyk
W³adys³aw;Dewohlt
Florenty;Sochatyñski
Egon;Sykisz
Tworzys³aw;Pu³kaszek
Nadmir;RoŸlik
Florian;Medel
Gabriel;Klimeñski
Achacy;Matujaszek
Wszeciech;Stellar
Eulogiusz;Czyczy³
Wojbor;Pud¿wa
Konrad;Damon
Dobrowit;Zembricki
Grzegorz;Stu¿ewski
Remigiusz;Herkulak
Przemys³aw;Smarsz
Kazimierz;Gieruszczak
Artur;Gniewski
Gedeon;Poje
Blizbor;Koszczmanów
Ubys³aw;BroŸniak
Szczepan;Folwarski
Gaudencjusz;Abramant
Konstans;Rogielski
Rufus;So³oœnia
Micheasz;Arksiowicz
Ananiasz;Koszek
Gedeon;Demiro
Lutos³aw;Furdel
Roch;Tocz
Bazyl;Wiediger
Zefiryn;Za³óg
Wojmir;Pochala
¯ytomir;Kozaków
Godzimir;Kieczman
Klement;Fickowicz
Salezy;Wolfert
Racimir;Zalotyñski
Wielis³aw;Pêski
Cecyliusz;Kojta
Kanizjusz;B³oszenko
¯ywis³aw;G³owka
Denis;Zenel
Mi³orad;Dryjas
Wis³aw;Ko³odrub
Hadrian;Stromkie
Romeo;Ablowska
Nosis³aw;Fiarkowska
Ludomi³;Hiss
Gos³aw;Rytyniak
Rados³aw;Ziobronowicz
Bjorn;Bogowicz
Salwin;Gijner
Wenancjusz;Klimusiak
Stos³aw;Sekarandowska
Agaton;S³abiniak
Lutos³aw;Brieswitz
Doris;Solach
Odon;Burnaj
Protazy;Köstler
Platon;Odjas
Sulibor;Matuja
Amon;Milewicki
W³odzimierz;Treia
Fabrycy;Drianowicz
Oleg;Korpanty
Seweryn;Glanorska
Tolimir;Wypyszyñski
Ksawery;Magdana
Leonid;Sczêch
Sylwester;Erd
Natalis;Skarulis
Wolmar;Klêbba
Roger;Osemek
Klementyn;Prymka
Feliks;Grzegu³a
Ewaryst;Elsmer
Emiliusz;Masia³owicz
Roœcis³aw;Skwierkowska
Dad¹bog;Pagocz
Lucjol;Ha³at
Harasym;Hoœko
Kajetan;Budrykowska
Mironieg;Nowo³owska
Sambor;Dobierski
Wirgiliusz;Regaœ
Ageusz;Rekowski
S³awoj;Pierœcienicki
Chwalimir;Rozenzweig
£ukasz;Suwa³owski
Kordian;Kiryniecka
Beniamin;Mitalska
Cecyliusz;Rembel
Rainer;Kosola
Radziwoj;Wymlatil
Salezy;Jakubieni
Blandyn;Garduszak
Dionizy;Kwiejda
Egbert;Lingos
Cieszymys³;Ciesielowicz
W³odzis³aw;Kapieniak
Szczêsny;Pop³ocka
Zbys³aw;Tikka
Norbert;D¿yma³a
Eudoksjusz;Reszotañski
Mironieg;Nikitowicz
Jeremi;Barezuk
Melchior;Kurkerewicz
Tacjusz;Jêdyczkowska
Laurentyn;Olbrich
Hygin;Miecherdziñski
Tristan;Dzimas
Dobrociech;Grza³ek
Sergiusz;Doetlaff
Remigiusz;Ochanek
Innocenty;Luszczowska
Otniel;Filawski
Lechos³aw;Wejkszner
Myœlibor;Nela
S³awomir;Gacz
Jonasz;M¹dzrycka
Gerard;Szaybel
Jaromir;Spito³
Helmut;Dziewiczyn
Uriasz;Trzmielewski
Emilian;Czechoñ
Suliwoj;Œwietniewski
Gabin;Mochylowska
Terencjusz;DróŸbik
Denis;Ocentkiewicz
Leonidas;Drdowska
Œwiêtobor;Swiêdczak
Faustyn;Strógarek
Amon;Czeszek
Mi³owit;Kefi
Liwiusz;Paulewicz
Krystian;Salmanowska
Czcis³aw;£aponoga
Kalistrat;Dzwonny
Jeron;Midzio³ek
Cieszybor;Andruszczyszyn
Flawiusz;Bromek
Pakosz³aw;Gor¿och
Epifani;Lednicki
Zbros³aw;Zelakowska
Alfred;¯alnierunas
Erast;Patasiak
Miligost;Maciasz
Jacenty;Pajonkowski
Angelus;Rohacewicz
Laurentyn;Stenbach
Artemon;Gniewowski
Gebhard;Jupaszewska
Sykstus;Montasiewicz
Mokij;Bonaker
Eutropiusz;Ernes
Cezariusz;Maksiewicz
Grodzis³aw;Trzewierzyñski
Iwan;Binaszkiewicz
Eustachiusz;Rykier
Lutobor;Swetec
Anicet;U³yczna
Batszeba;Fidenkiewicz
Wespazjan;Mateczko
Ziemis³aw;Giler
Herakles;Majun
Gotfryd;Sr¹czyñski
Rufus;Oksiêcki
Gebhard;P³achocki
Aleksy;Dege
Abdiasz;G¹œciora
Pakos³aw;Ciamarski
Wrzes³aw;Jagannathan
Hermenegild;Skórat
Joachim;Badminow
Edgar;W³as
Radzis³aw;Œmiêtkowska
Priam;Gembard
Hermenegild;Botner
¯yros³aw;Kofus
Nicefor;Wlotkowski
Amin;Horsthemke
Martynin;¯yto
Dobros³aw;Skojewska
Strze¿ys³aw;Brander
Antym;Wollschläger
Damaris;Kosiej
Pêcis³aw;Antoszuk
¯yros³aw;Zacierowski
Arkadiusz;Smêdra
Franciszek Salezy;Machlla
Antoni;Ciê¿ak
Gilbert;Heilmann
Wojmir;Harê¿lak
Budziwoj;Polew
Broniwoj;Dobicki
Ageusz;Gusciora
Prudencjusz;Kalmas
Aron;Grzejszczy
Salwin;Kowelczyk
Przedpe³k;Rydberg
Bogus³aw;Ba³aszek
Batszeba;Okiewka
Micheasz;Jaæwi¹g
Prosper;Giss
Dacjan;Puchelak
Mœciwój;Roxlan
Œwiêcimir;Niepliñska
Goœcimir;Dubielin
Heliasz;Myszon
Lucjol;Gabar
Jonatan;Burderska
Marcelin;Zanusiak
Oswald;Gitcher
Bêdzimir;Felgenau
Unis³aw;Po³aciak
Maciej;Strzêda³a
Herbert;Dudek
Sêdzis³aw;Jakymec
Mi³owit;Ziachowicz
Lutomys³;Rogozik
Wilibald;Rassol
Egon;Broñko
Trzebomys³;Waleszkowski
Herkules;Anys
Wenancjusz;Grugarczyk
Lucjol;Kitlasz
Roœcis³aw;Waraszewski
Czcirad;Be³ezina
Mi³orad;Malczerczyk
Hugo;Ulicki
Dobrowój;Swiczeniuk
Wojs³aw;Skorytowska
Dymitriusz;Tuczyniak
Goœcirad;Slawicki
Adrian;Faloman
Lubogost;Teleñko
Cyriak;Chora³ek
Herakles;Polikarpczyk
Eliasz;Klamkowski
Przemys³aw;Bie³dyga
Lew;Bonielewicz
Spycigniew;Bierucki
Denis;Grosza
Gwidon;Olesnicka
Blizbor;Czabatura
Hiacynt;Amska
Gebhard;Chrapla
Arkadiusz;Bie³ogrudowa
Dymitriusz;Koziot
Dobrowiest;Ko³osieñ
Amedeusz;Wy¿kowski
Mirogniew;Wojchalska
Tworzys³aw;Barszczewicz
Amon;Cielaœ
Czêstogniew;Bessen
Wolmar;Horzynek
Pimen;Chojenta
Andonik;Ziemioñska
Uniewit;Lewaczyñski
Tycjan;Gajuczka
Wszegniew;Hominek
Apoloniusz;Boby³ka
Roœcimir;Machatowska
Ksenofont;Drapaluk
Symeon;Swadlo
Zbylut;Powróznik
Gorgoncjusz;Krêciewski
Arnolf;Tander
Budzimir;Osinczuk
Hadrian;¯onkowski
Pafnucy;Sieniowski
Diogenes;Krywopusk
Maur;Gawlita
Bazylid;Drobicz
Zachariasz;Derlada
Borzymir;Bagulski
Balcer;Szwarczuk
Ksenofont;Opyl
Charyzjusz;Woltal
Jozafat;Poni¿niak
Gaspar;Azawada
Justynian;Trybusiewicz
Lilian;Zabujœæ
Anatol;Krzyœciak
Gustaw;Cêcak
Gerhard;Gorawski
Norman;Batkowiak
Emil;Erenfryd
Spirydion;Waszyczek
Racis³aw;Zdra³ek
Witold;Czorak
Micha³;Jakuboze
Dalemir;Zychora
Dytrych;Rytów
Izydor;Zarotska
Przedbor;Bojerman
Harasym;Nieródka
Wojciech;Worankowicz
Aron;Bujdens
Dobromys³;Siusko
Jarope³k;Szmielewski
Kondrad;Ertl
Bogdan;Krotofil
Hadrian;Gongala
Sylwan;Szwedkiewicz
Angel;Pitrakowski
Kiejstut;Bokina
Niemir;Bia³ozyrkiewicz
Fidelis;Czyczko
Roderyk;Bru¿yñski
Winicjusz;Gollon
Priam;Wejchenig
Teofil;Hrycio
Narcyz;Gondziarowski
Sobies³aw;Borthardt
Soter;Kaschitza
Benicjusz;Stam
Hiacynt;Brzonkalik
Grzymis³aw;Krzesiewicz
Nikifor;Sianowski
Bernard;Cha³u¿yñski
S³awomir;Woœniak
Sobies¹d;Pallaschke
Dezydery;Mokasiewicz
Kurt;Kraczoñ
Spycigniew;Wonsiakowski
Gaspar;Kopieczny
Bogumir;Donga
Korneliusz;Zeug
Ado;Zajdenberg
Serwacy;Raczka
Wojs³aw;Aranka
¯yros³aw;Lorc
Adalbert;Szweiger
Tyberiusz;Woro³owska
Ernestyn;Gaerych
Serwacy;Andryañczyk
Odil;Fabat
Judasz;Krygiec
Leon;Ga³gonek
Sylwan;Myœliniuk
Helmut;Jaruniec
Taras;Skaczko
Fryderyk;Tarchomczyk
Alban;Dorocic
Cezariusz;Kuka
Zdzimir;¯abielny
Klemens;Rej
Miko³aj;Wereñczak
Parys;Jenerylczyk
Stojmir;Modrykamieñ
Marcjan;Atraszkiewcz
Romeo;Kubla
Antoni;Pa³uszewska
Janusz;Duma
Polikarp;£añgiewski
Platon;Koczer¿uk
January;Monista
Siecies³aw;Wakulicz
Justyn;Jació³
Szczepan;Skotniana
Moj¿esz;Niewiorowski
Drogomi³;Endter
Cyrus;Kilnkusz
Pimen;Lautenszlegier
Sulimir;Czuberak
Symplicjusz;Chajek
Miko³aj;Szyszka³a
Maurycy;Gutenbaum
Emil;Kaysar
Zdziwoj;S¹siadowicz
Bogurad;Podzianowska
S¹dos³aw;Ternaski
Miko³aj;Kopiarz
Mœcis³aw;Irmscher
Leopard;Kamfiszer
Ludwik;Kupiszewski
Erhard;Zygmaniak
Chociemir;Kuchtiak
Wodzis³aw;Hrusciel
Epifani;Drzozgowska
Jurand;Zubrañska
Porfirion;Sachara
Norbert;Geroch
W³odzimierz;Pryszanow
Sergiusz;Hebig
Jan Chryzostom;Sufka
Czechoñ;Banurski
Wiktoriusz;Szczesnewicz
Pantaleon;Osmol
Kalikst;Chryka
Czechasz;Zadarnowski
Franciszek;Pe¿owicz
Krzesis³aw;Nadymas
Czesemir;Prochownik
£ucjusz;Wandokanty
Herakliusz;Józeforski
Marcjal;Legencki
Dobronieg;Gierankowska
Maksym;Pêkol
